,Rank,"Player (yrs, age)",Adjusted OPS+,Bats
824,823.,Casey Blake (13),107,R
825,823.,Bill Bradley (14),107,R
826,823.,Frank Catalanotto (14),107,L
827,823.,Sam Chapman (11),107,R
828,823.,Jeff Conine (17),107,R
829,823.,Tom Daly (17),107,B
830,823.,"Brian Dozier (9, 33)",107,R
831,823.,Jim Dwyer (18),107,L
832,823.,Carl Everett (14),107,B
833,823.,Hoot Evers (12),107,R
834,823.,Tito Francona (15),107,L
835,823.,Mel Hall (13),107,L
836,823.,Pinky Higgins (14),107,R
837,823.,Miller Huggins+ (13),107,B
838,823.,Gregg Jefferies (14),107,B
839,823.,Garrett Jones (8),107,L
840,823.,Eric Karros (14),107,R
841,823.,Pat Kelly (15),107,L
842,823.,Ian Kinsler (14),107,R
843,823.,Kenny Lofton (17),107,L
844,823.,Davey Lopes (16),107,R
845,823.,Candy Maldonado (15),107,R
846,823.,Bid McPhee+ (18),107,R
847,823.,Orlando Merced (13),107,B
848,823.,Rance Mulliniks (16),107,L
849,823.,Dean Palmer (14),107,R
850,823.,Larry Parrish (15),107,R
851,823.,Johnny Pesky (10),107,L
852,823.,Gary Redus (13),107,R
853,823.,Pete Runnels (14),107,L
854,823.,Emmett Seery (9),107,L
855,823.,Andy Seminick (15),107,R
856,823.,Ichiro Suzuki (19),107,L
857,823.,Frank Thomas (16),107,R
858,823.,Pie Traynor+ (17),107,R
859,823.,Dan Uggla (10),107,R
860,823.,Denny Walling (18),107,L
861,862.,George Altman (9),106,L
862,862.,Earl Battey (13),106,R
863,862.,Bob Brenly (9),106,R
864,862.,Tom Brunansky (14),106,R
865,862.,"Asdrubal Cabrera (14, 34)",106,B
866,862.,"Kole Calhoun (9, 32)",106,L
867,862.,Mike Cameron (17),106,R
868,862.,Greg Colbrunn (13),106,R
869,862.,"Chris Davis (13, 34)",106,L
870,862.,Willie Davis (18),106,L
871,862.,Bill Doran (12),106,B
872,862.,Kid Elberfeld (14),106,R
873,862.,Johnny Evers+ (18),106,L
874,862.,Jonny Gomes (13),106,R
875,862.,Wayne Gross (11),106,L
876,862.,Chase Headley (12),106,B
877,862.,Charlie Hemphill (11),106,L
878,862.,Ken Henderson (16),106,B
879,862.,Dave Hollins (12),106,B
880,862.,Adam Jones (14),106,R
881,862.,Ruppert Jones (12),106,L
882,862.,Roberto Kelly (14),106,R
883,862.,Chuck Knoblauch (12),106,R
884,862.,Don Money (16),106,R
885,862.,Brandon Moss (11),106,L
886,862.,Lyle Overbay (14),106,L
887,862.,Lance Parrish (19),106,R
888,862.,Doug Rader (11),106,R
889,862.,Mickey Rivers (15),106,L
890,862.,Ivan Rodriguez+ (21),106,R
891,862.,Shannon Stewart (14),106,R
892,862.,Claudell Washington (17),106,L
893,862.,George Watkins (7),106,L
894,862.,Earl Williams (8),106,R
895,896.,Edgardo Alfonzo (12),105,R
896,896.,Matty Alou (15),105,L
897,896.,Kevin Bass (14),105,B
898,896.,Greg Brock (10),105,L
899,896.,Joe Carter (16),105,R
900,896.,Carl Crawford (15),105,L
901,896.,Warren Cromartie (10),105,L
902,896.,David DeJesus (13),105,L
903,896.,Jack Doyle (17),105,R
904,896.,"Dexter Fowler (13, 34)",105,B
905,896.,Ron Hunt (12),105,R
906,896.,Alex Johnson (13),105,R
907,896.,Brian Jordan (15),105,R
908,896.,Matt Lawton (12),105,L
909,896.,"Jed Lowrie (12, 36)",105,B
910,896.,Stuffy McInnis (19),105,R
911,896.,Gene Moore (14),105,L
912,896.,Melvin Mora (13),105,R
913,896.,Billy Nash (15),105,R
914,896.,Irv Noren (11),105,L
915,896.,Joe Pepitone (12),105,L
916,896.,Harry Rice (10),105,L
917,896.,Brooks Robinson+ (23),105,R
918,896.,Yank Robinson (10),105,R
919,896.,"Marcus Semien (8, 29)",105,R
920,896.,Ruben Sierra (20),105,B
921,896.,J.T. Snow (16),105,L
922,896.,Robby Thompson (11),105,R
923,896.,Bobby Wallace+ (25),105,R
924,896.,Gary Ward (12),105,R
925,896.,Brad Wilkerson (8),105,L
926,896.,Chief Wilson (9),105,L
927,928.,Mike Andrews (8),104,R
928,928.,Bobby Avila (11),104,R
929,928.,Al Bumbry (14),104,L
930,928.,"Lorenzo Cain (11, 34)",104,R
931,928.,Marty Cordova (9),104,R
932,928.,Tony Cuccinello (15),104,R
933,928.,Johnny Damon (18),104,L
934,928.,Harry Danning (10),104,R
935,928.,Mike Davis (10),104,L
936,928.,Ray Durham (14),104,B
937,928.,Steve Finley (19),104,L
938,928.,Lonny Frey (14),104,L
939,928.,Travis Fryman (13),104,R
940,928.,Hank Gowdy (17),104,R
941,928.,"Jason Heyward (11, 30)",104,L
942,928.,Solly Hofman (14),104,R
943,928.,Pete Incaviglia (12),104,R
944,928.,Brook Jacoby (11),104,R
945,928.,Buck Jordan (10),104,L
946,928.,Jim King (11),104,L
947,928.,Joe Kuhel (18),104,L
948,928.,Jim Lefebvre (8),104,B
949,928.,Ron LeFlore (9),104,R
950,928.,Sherm Lollar (18),104,R
951,928.,James Loney (11),104,L
952,928.,Harry Lord (9),104,L
953,928.,Ken McMullen (16),104,R
954,928.,Jo-Jo Moore (12),104,L
955,928.,Keith Moreland (12),104,R
956,928.,"Logan Morrison (11, 32)",104,L
957,928.,Pete O'Brien (12),104,L
958,928.,Wally Pipp (15),104,L
959,928.,Willie Randolph (18),104,R
960,928.,"Josh Reddick (12, 33)",104,L
961,928.,Bill Robinson (16),104,R
962,928.,Cody Ross (12),104,R
963,928.,Earl Sheely (9),104,R
964,928.,Don Slaught (16),104,R
965,928.,Tim Teufel (11),104,R
966,928.,John Vander Wal (14),104,L
967,928.,Joe Vosmik (13),104,R
968,928.,Vernon Wells (15),104,R
969,928.,Sam West (16),104,L
970,928.,Walt Wilmot (10),104,B
971,928.,Michael Young (14),104,R
972,928.,Todd Zeile (16),104,R
973,974.,"Yonder Alonso (10, 33)",103,L
974,974.,Ollie Brown (13),103,R
975,974.,Jose Cardenal (18),103,R
976,974.,Ed Charles (8),103,R
977,974.,Duff Cooley (13),103,L
978,974.,Ryan Doumit (10),103,B
979,974.,Ira Flagstead (13),103,R
980,974.,Lew Fonseca (12),103,R
981,974.,"Avisail Garcia (9, 29)",103,R
982,974.,Patrick Gillespie (8),103,L
983,974.,Greg Gross (17),103,L
984,974.,Larry Herndon (14),103,R
985,974.,Davy Jones (15),103,L
986,974.,Hector Lopez (12),103,R
987,974.,Al Martin (11),103,L
988,974.,Denis Menke (13),103,R
989,974.,David Murphy (10),103,L
990,974.,Rube Oldring (13),103,R
991,974.,"Wilson Ramos (11, 32)",103,R
992,974.,Jose Reyes (16),103,B
993,974.,Roy Smalley (13),103,B
994,974.,Jack Smith (15),103,L
995,974.,"Justin Smoak (11, 33)",103,B
996,974.,Denard Span (11),103,L
997,974.,Gus Triandos (13),103,R
998,974.,Joel Youngblood (14),103,R
