,Year,G,BAL,BLA,BOS,CHW,CLE,DET,HOU,KCR,LAA,MIL,MIN,NYY,OAK,SEA,TBR,TEX,TOR
0,year_ID,G,BAL,BLA,BOS,CHW,CLE,DET,HOU,KCR,ANA,MIL,MIN,NYY,OAK,SEA,TBD,TEX,TOR
1,A Star indicates an all-star that season.<br>A Ring indicates the player appeared in WS for winning team.,Games Played or Pitched,<strong>Baltimore Orioles</strong><br><em>Team Names</em><br>Baltimore Orioles<br>St. Louis Browns<br>Milwaukee Brewers,<strong>Baltimore Orioles</strong><br><em>Team Names</em><br>Baltimore Orioles,<strong>Boston Red Sox</strong><br><em>Team Names</em><br>Boston Red Sox<br>Boston Americans,<strong>Chicago White Sox</strong><br><em>Team Names</em><br>Chicago White Sox,<strong>Cleveland Indians</strong><br><em>Team Names</em><br>Cleveland Indians<br>Cleveland Naps<br>Cleveland Bronchos<br>Cleveland Blues,<strong>Detroit Tigers</strong><br><em>Team Names</em><br>Detroit Tigers,<strong>Houston Astros</strong><br><em>Team Names</em><br>Houston Astros<br>Houston Colt .45s,<strong>Kansas City Royals</strong><br><em>Team Names</em><br>Kansas City Royals,<strong>Los Angeles Angels</strong><br><em>Team Names</em><br>Los Angeles Angels of Anaheim<br>Anaheim Angels<br>California Angels<br>Los Angeles Angels,<strong>Milwaukee Brewers</strong><br><em>Team Names</em><br>Milwaukee Brewers<br>Seattle Pilots,<strong>Minnesota Twins</strong><br><em>Team Names</em><br>Minnesota Twins<br>Washington Senators,<strong>New York Yankees</strong><br><em>Team Names</em><br>New York Yankees<br>New York Highlanders,<strong>Oakland Athletics</strong><br><em>Team Names</em><br>Oakland Athletics<br>Kansas City Athletics<br>Philadelphia Athletics,<strong>Seattle Mariners</strong><br><em>Team Names</em><br>Seattle Mariners,<strong>Tampa Bay Rays</strong><br><em>Team Names</em><br>Tampa Bay Rays<br>Tampa Bay Devil Rays,<strong>Texas Rangers</strong><br><em>Team Names</em><br>Texas Rangers<br>Washington Senators,<strong>Toronto Blue Jays</strong><br><em>Team Names</em><br>Toronto Blue Jays
