,Year,Tms,#P,PAge,R/G,ERA,G,GF,CG,SHO,tSho,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,WHIP,BAbip,H9,HR9,BB9,SO9,SO/W,E
128,1892,12,92,25.3,5.09,3.28,1842,0.12,0.88,0.05,0.05,0.01,8.74,8.49,5.09,3.19,0.23,3.35,,3.25,0.30,0.00,0.33,38.37,,1.355,,8.7,0.2,3.5,3.3,0.97,3.03
129,1891,8,64,25.7,5.54,3.34,1104,0.14,0.86,0.05,0.05,0.02,8.84,8.92,5.54,3.29,0.27,3.45,,3.30,0.36,0.00,0.40,39.17,,1.398,,9.1,0.3,3.5,3.4,0.96,3.06
130,1890,8,68,24.2,5.58,3.56,1078,0.09,0.91,0.05,0.05,0.01,8.81,8.83,5.58,3.48,0.24,3.50,,3.44,0.40,0.00,0.47,38.86,,1.400,,9.0,0.2,3.6,3.5,0.98,3.02
131,1889,8,64,25.4,5.84,4.02,1062,0.11,0.89,0.04,0.04,0.02,8.76,9.34,5.84,3.92,0.35,3.40,,3.30,0.31,0.00,0.40,38.94,,1.455,,9.6,0.4,3.5,3.4,0.97,3.27
132,1888,8,60,25.1,4.54,2.83,1088,0.04,0.96,0.08,0.08,0.01,8.78,8.22,4.54,2.76,0.31,1.92,,3.68,0.29,0.01,0.47,36.66,,1.155,,8.4,0.3,2.0,3.8,1.91,3.30
133,1887,8,63,25.2,6.08,4.05,1016,0.05,0.95,0.03,0.03,0.01,8.73,9.46,6.08,3.93,0.38,2.69,,2.80,0.32,0.00,0.54,38.36,,1.391,,9.8,0.4,2.8,2.9,1.04,3.62
134,1886,8,58,24.7,5.24,3.29,990,0.05,0.94,0.04,0.05,0.01,8.61,8.61,5.24,3.15,0.25,2.42,,4.36,,0.00,0.70,36.85,,1.281,,9.0,0.3,2.5,4.6,1.81,3.49
135,1885,8,51,24.2,4.95,2.82,890,0.03,0.97,0.08,0.08,0.01,8.77,8.45,4.95,2.74,0.20,2.07,,3.75,,0.01,0.61,37.04,,1.200,,8.7,0.2,2.1,3.8,1.81,3.97
136,1884,8,62,24.0,5.50,2.98,914,0.05,0.94,0.08,0.08,0.01,8.80,8.83,5.50,2.91,0.35,1.99,,4.74,,0.00,0.67,37.95,,1.229,,9.0,0.4,2.0,4.8,2.38,4.32
137,1883,8,47,24.5,5.78,3.13,790,0.09,0.91,0.05,0.05,0.01,8.81,9.63,5.78,3.07,0.16,1.42,,3.64,,0.00,0.51,38.16,,1.255,,9.8,0.2,1.5,3.7,2.57,4.79
138,1882,8,31,25.0,5.41,2.88,676,0.05,0.95,0.06,0.06,0.00,8.94,9.21,5.41,2.87,0.19,1.42,,3.19,,0.00,0.46,38.19,,1.188,,9.3,0.2,1.4,3.2,2.25,4.48
139,1881,8,29,23.6,5.10,2.77,672,0.06,0.94,0.08,0.08,0.00,8.91,9.42,5.10,2.75,0.11,1.54,,2.65,,0.01,0.51,37.81,,1.230,,9.5,0.1,1.6,2.7,1.72,4.14
140,1880,8,32,22.7,4.69,2.37,680,0.11,0.89,0.07,0.08,0.02,8.87,8.74,4.69,2.34,0.09,1.09,,2.92,,0.00,0.43,36.83,,1.108,,8.9,0.1,1.1,3.0,2.69,4.34
141,1879,8,25,23.0,5.31,2.50,642,0.05,0.95,0.07,0.07,0.00,9.03,9.61,5.31,2.50,0.09,0.79,,2.87,,0.00,0.57,38.42,,1.152,,9.6,0.1,0.8,2.9,3.63,4.87
142,1878,6,21,22.2,5.17,2.30,368,0.04,0.96,0.07,0.07,0.00,9.03,9.61,5.17,2.31,0.06,0.99,,2.94,,0.00,0.64,38.09,,1.174,,9.6,0.1,1.0,2.9,2.97,4.83
143,1877,6,19,24.2,5.67,2.81,360,0.09,0.91,0.06,0.06,0.01,9.00,10.29,5.67,2.81,0.07,0.96,,2.02,,0.00,0.56,38.91,,1.250,,10.3,0.1,1.0,2.0,2.10,5.16
144,1876,8,34,24.4,5.90,2.31,520,0.09,0.91,0.09,0.09,0.03,9.11,10.27,5.90,2.34,0.08,0.65,,1.13,,0.00,0.36,39.49,,1.197,,10.1,0.1,0.6,1.1,1.75,6.01
