,Year,G,ATL,BLN,BUF,CHC,CIN,CIN,CIN,CLV,CLV,DTN,HAR,IND,IND,KCN,LAD,LOU,LOU,MLG,NYU,ATH,PHI,PIT,PRO,SFG,STL,STL,SLM,SYR,TRO,WHS,WHS,WOR
0,year_ID,G,ATL,BLO,BUF,CHC,CIN,CNR,CNS,CBL,CLV,DTN,HAR,IBL,IND,KCN,LAD,LOU,LGR,MLG,NYU,ATH,PHI,PIT,PRO,SFG,SBS,STL,SLM,SYR,TRT,WNL,WAS,WOR
1,A Star indicates an all-star that season.<br>A Ring indicates the player appeared in WS for winning team.,Games Played or Pitched,<strong>Atlanta Braves</strong><br><em>Team Names</em><br>Atlanta Braves<br>Milwaukee Braves<br>Boston Bees<br>Boston Braves<br>Boston Rustlers<br>Boston Doves<br>Boston Beaneaters<br>Boston Red Stockings,<strong>Baltimore Orioles</strong><br><em>Team Names</em><br>Baltimore Orioles,<strong>Buffalo Bisons</strong><br><em>Team Names</em><br>Buffalo Bisons,<strong>Chicago Cubs</strong><br><em>Team Names</em><br>Chicago Cubs<br>Chicago Orphans<br>Chicago Colts<br>Chicago White Stockings,<strong>Cincinnati Reds</strong><br><em>Team Names</em><br>Cincinnati Redlegs<br>Cincinnati Reds<br>Cincinnati Red Stockings,<strong>Cincinnati Reds</strong><br><em>Team Names</em><br>Cincinnati Reds,<strong>Cincinnati Stars</strong><br><em>Team Names</em><br>Cincinnati Reds,<strong>Cleveland Blues</strong><br><em>Team Names</em><br>Cleveland Blues,<strong>Cleveland Spiders</strong><br><em>Team Names</em><br>Cleveland Spiders<br>Cleveland Blues,<strong>Detroit Wolverines</strong><br><em>Team Names</em><br>Detroit Wolverines,<strong>Hartford Dark Blues</strong><br><em>Team Names</em><br>Hartfords of Brooklyn<br>Hartford Dark Blues,<strong>Indianapolis Blues</strong><br><em>Team Names</em><br>Indianapolis Blues,<strong>Indianapolis Hoosiers</strong><br><em>Team Names</em><br>Indianapolis Hoosiers,<strong>Kansas City Cowboys</strong><br><em>Team Names</em><br>Kansas City Cowboys,<strong>Los Angeles Dodgers</strong><br><em>Team Names</em><br>Los Angeles Dodgers<br>Brooklyn Robins<br>Brooklyn Dodgers<br>Brooklyn Superbas<br>Brooklyn Grooms<br>Brooklyn Bridegrooms<br>Brooklyn Grays<br>Brooklyn Atlantics,<strong>Louisville Colonels</strong><br><em>Team Names</em><br>Louisville Colonels<br>Louisville Eclipse,<strong>Louisville Grays</strong><br><em>Team Names</em><br>Louisville Grays,<strong>Milwaukee Grays</strong><br><em>Team Names</em><br>Milwaukee Grays,<strong>New York Mutuals</strong><br><em>Team Names</em><br>New York Mutuals,<strong>Philadelphia Athletic</strong><br><em>Team Names</em><br>Philadelphia Athletics,<strong>Philadelphia Phillies</strong><br><em>Team Names</em><br>Philadelphia Phillies<br>Philadelphia Quakers,<strong>Pittsburgh Pirates</strong><br><em>Team Names</em><br>Pittsburgh Pirates<br>Pittsburgh Alleghenys,<strong>Providence Grays</strong><br><em>Team Names</em><br>Providence Grays,<strong>San Francisco Giants</strong><br><em>Team Names</em><br>San Francisco Giants<br>New York Giants<br>New York Gothams,<strong>St. Louis Brown Stockings</strong><br><em>Team Names</em><br>St. Louis Brown Stockings,<strong>St. Louis Cardinals</strong><br><em>Team Names</em><br>St. Louis Cardinals<br>St. Louis Perfectos<br>St. Louis Browns<br>St. Louis Brown Stockings,<strong>St. Louis Maroons</strong><br><em>Team Names</em><br>St. Louis Maroons,<strong>Syracuse Stars</strong><br><em>Team Names</em><br>Syracuse Stars,<strong>Troy Trojans</strong><br><em>Team Names</em><br>Troy Trojans,<strong>Washington Nationals</strong><br><em>Team Names</em><br>Washington Nationals,<strong>Washington Senators</strong><br><em>Team Names</em><br>Washington Senators<br>Washington Statesmen,<strong>Worcester Ruby Legs</strong><br><em>Team Names</em><br>Worcester Ruby Legs
