,Rank,Player (age that year),Fielding % as 1B,Year,Throws
60,59.,Chick Gandil (31),.9975,1919,R
61,59.,Wally Joyner (27),.9975,1989,L
62,59.,Mitch Moreland (32),.9975,2018,L
63,59.,John Olerud (34),.9975,2003,L
64,59.,Albert Pujols (30),.9975,2010,R
65,59.,Mark Teixeira (26),.9975,2006,R
66,59.,Evan White (24),.9975,2020,L
67,59.,Kevin Young (24),.9975,1993,R
68,69.,Ernie Banks+ (38),.9974,1969,R
69,69.,Brandon Belt (27),.9974,2015,L
70,69.,Keith Hernandez (27),.9974,1981,L
71,69.,Walter Holke (28),.9974,1921,L
72,69.,Kent Hrbek (30),.9974,1990,R
73,69.,Wally Joyner (34),.9974,1996,L
74,69.,Pete O'Brien (33),.9974,1991,L
75,69.,Carlos Santana (29),.9974,2015,R
76,69.,Scott Spiezio (29),.9974,2002,R
77,78.,Cody Bellinger (22),.9973,2018,L
78,78.,Chris Chambliss (29),.9973,1978,R
79,78.,Lucas Duda (29),.9973,2015,R
80,78.,Paul Goldschmidt (28),.9973,2016,R
81,78.,Todd Helton (30),.9973,2004,L
82,78.,Todd Helton (32),.9973,2006,L
83,78.,Todd Helton (37),.9973,2011,L
84,78.,Tino Martinez (26),.9973,1994,R
85,78.,Tino Martinez (35),.9973,2003,R
86,78.,Joe Pepitone (24),.9973,1965,L
87,88.,Keith Hernandez (31),.9972,1985,L
88,88.,Justin Morneau (27),.9972,2008,R
89,88.,Boog Powell (33),.9972,1975,R
90,91.,Will Clark (27),.9971,1991,L
91,91.,Paul Goldschmidt (29),.9971,2017,R
92,91.,Mark Grace (32),.9971,1996,L
93,91.,Eric Hosmer (25),.9971,2015,L
94,91.,Casey Kotchman (24),.9971,2007,L
95,91.,James Loney (26),.9971,2010,L
96,91.,Justin Morneau (28),.9971,2009,R
97,91.,Eddie Murray+ (26),.9971,1982,R
98,91.,Joey Votto (33),.9971,2017,R
99,100.,Prince Fielder (26),.9970,2010,R
100,100.,Adrian Gonzalez (29),.9970,2011,L
101,100.,Eric Hosmer (27),.9970,2017,L
102,100.,Eric Hosmer (28),.9970,2018,L
103,100.,Don Mattingly (31),.9970,1992,L
104,100.,Doug Mientkiewicz (27),.9970,2001,R
105,100.,Justin Morneau (32),.9970,2013,R
106,100.,Richie Sexson (31),.9970,2006,R
107,100.,Willie Stargell+ (39),.9970,1979,L
108,109.,Joe Adcock (34),.9969,1962,R
109,109.,Dan Driessen (33),.9969,1985,R
110,109.,Darin Erstad (31),.9969,2005,L
111,109.,Paul Goldschmidt (25),.9969,2013,R
112,109.,Eric Karros (34),.9969,2002,R
113,109.,Mark McGwire (27),.9969,1991,R
114,109.,Eddie Murray+ (22),.9969,1978,R
115,109.,Rafael Palmeiro (30),.9969,1995,L
116,109.,Broderick Perkins (26),.9969,1981,L
117,109.,Albert Pujols (34),.9969,2014,R
118,109.,David Segui (28),.9969,1995,L
119,109.,Mark Teixeira (29),.9969,2009,R
120,109.,Mark Teixeira (31),.9969,2011,R
121,122.,Chris Davis (29),.9968,2015,R
122,122.,Steve Garvey (36),.9968,1985,R
123,122.,Mark Grace (29),.9968,1993,L
124,122.,Paul Konerko (33),.9968,2009,R
125,122.,Tino Martinez (36),.9968,2004,R
126,122.,Doug Mientkiewicz (25),.9968,1999,R
127,122.,Justin Morneau (33),.9968,2014,R
128,122.,Rafael Palmeiro (28),.9968,1993,L
129,122.,Pete Rose (39),.9968,1980,R
130,122.,Phil Todt (26),.9968,1928,L
131,132.,Yonder Alonso (29),.9967,2016,R
132,132.,Norm Cash (30),.9967,1964,L
133,132.,Cecil Cooper (32),.9967,1982,L
134,132.,Paul Goldschmidt (27),.9967,2015,R
135,132.,Mark Grace (36),.9967,2000,L
136,132.,Wes Parker (25),.9967,1965,L
137,132.,J.T. Snow (27),.9967,1995,L
138,132.,Mark Teixeira (28),.9967,2008,R
139,132.,Mark Teixeira (36),.9967,2016,R
140,141.,Ted Kluszewski (26),.9966,1951,L
141,141.,Adam Lind (31),.9966,2015,L
142,141.,Stuffy McInnis (31),.9966,1922,R
143,141.,Doug Mientkiewicz (29),.9966,2003,R
144,141.,John Olerud (26),.9966,1995,L
145,141.,Lyle Overbay (31),.9966,2008,L
146,141.,Justin Smoak (25),.9966,2012,L
147,141.,Jim Thome+ (32),.9966,2003,R
148,149.,Chris Chambliss (32),.9965,1981,R
149,149.,Cecil Cooper (30),.9965,1980,L
150,149.,Freddie Freeman (26),.9965,2016,R
151,149.,Mike Hargrove (32),.9965,1982,L
152,149.,Travis Lee (24),.9965,1999,L
153,149.,Fred McGriff (24),.9965,1988,L
154,149.,Mark McGwire (26),.9965,1990,R
155,149.,Logan Morrison (27),.9965,2015,L
156,149.,Wes Parker (32),.9965,1972,L
157,149.,Anthony Rizzo (23),.9965,2013,L
158,159.,Lance Berkman (32),.9964,2008,L
159,159.,Rico Brogna (28),.9964,1998,L
160,159.,Elbie Fletcher (27),.9964,1943,L
161,159.,Freddie Freeman (24),.9964,2014,R
162,159.,Nomar Garciaparra (32),.9964,2006,R
163,159.,Ryan Garko (27),.9964,2008,R
164,159.,Paul Goldschmidt (31),.9964,2019,R
165,159.,Wally Joyner (35),.9964,1997,L
166,159.,Paul Konerko (29),.9964,2005,R
167,159.,Derrek Lee (27),.9964,2003,R
168,159.,Fred McGriff (31),.9964,1995,L
169,159.,John Olerud (29),.9964,1998,L
170,159.,John Olerud (31),.9964,2000,L
171,159.,Earl Sheely (36),.9964,1929,R
172,159.,Jim Spencer (23),.9964,1971,L
173,159.,Mike Squires (31),.9964,1983,L
174,159.,Ed Stevens (23),.9964,1948,L
175,176.,Steve Garvey (31),.9963,1980,R
176,176.,Yuli Gurriel (35),.9963,2019,R
177,176.,Charlie Grimm (34),.9963,1933,L
178,176.,Scott Hatteberg (36),.9963,2006,R
179,176.,Todd Helton (31),.9963,2005,L
180,176.,Keith Hernandez (32),.9963,1986,L
181,176.,Travis Ishikawa (25),.9963,2009,L
182,176.,Jeff King (32),.9963,1997,R
183,176.,Ted Kluszewski (29),.9963,1954,L
184,176.,Don Mattingly (26),.9963,1987,L
185,176.,Carlos Pena (24),.9963,2002,L
186,176.,Gaby Sanchez (27),.9963,2011,R
187,176.,Eddie Waitkus (26),.9963,1946,L
188,176.,Bill White (30),.9963,1964,L
189,190.,Zeke Bonura (25),.9962,1934,R
190,190.,Darin Erstad (30),.9962,2004,L
191,190.,Tino Martinez (28),.9962,1996,R
192,190.,Tino Martinez (34),.9962,2002,R
193,190.,Mitch Moreland (29),.9962,2015,L
194,190.,Wes Parker (31),.9962,1971,L
195,190.,Vic Power (32),.9962,1960,R
196,190.,Hanley Ramirez (32),.9962,2016,R
197,190.,Justin Smoak (29),.9962,2016,L
198,199.,Will Clark (32),.9961,1996,L
199,199.,Eric Karros (33),.9961,2001,R
200,199.,Adam Lind (27),.9961,2011,L
201,199.,Justin Morneau (26),.9961,2007,R
202,199.,John Olerud (33),.9961,2002,L
203,199.,Rafael Palmeiro (29),.9961,1994,L
204,199.,Anthony Rizzo (29),.9961,2019,L
205,199.,Pete Rose (40),.9961,1981,R
206,199.,Bill Skowron (33),.9961,1964,R
207,199.,Paul Sorrento (31),.9961,1997,R
208,199.,Joey Votto (27),.9961,2011,R
209,199.,Carl Yastrzemski+ (35),.9961,1975,R
210,199.,Kevin Youkilis (29),.9961,2008,R
211,212.,Dan Driessen (31),.9960,1983,R
212,212.,Kent Hrbek (27),.9960,1987,R
213,212.,Joe Judge (27),.9960,1921,L
214,212.,Joe Judge (28),.9960,1922,L
215,212.,Joe Judge (34),.9960,1928,L
216,212.,Paul Konerko (31),.9960,2007,R
217,212.,Ed Kranepool (27),.9960,1972,L
218,212.,Tino Martinez (33),.9960,2001,R
219,212.,Don Mattingly (23),.9960,1984,L
220,212.,Don Mattingly (25),.9960,1986,L
221,212.,Joe Mauer (32),.9960,2015,R
222,212.,Johnny Mize+ (34),.9960,1947,R
223,212.,Lyle Overbay (36),.9960,2013,L
224,212.,Tony Perez+ (34),.9960,1976,R
225,212.,Gaby Sanchez (29),.9960,2013,R
226,212.,David Segui (26),.9960,1993,L
227,212.,Mark Teixeira (23),.9960,2003,R
228,212.,Bill Terry+ (36),.9960,1935,L
229,212.,Joey Votto (26),.9960,2010,R
230,231.,Jesus Aguilar (28),.9959,2018,R
231,231.,Ernie Banks+ (37),.9959,1968,R
232,231.,Babe Dahlgren (33),.9959,1945,R
233,231.,Chris Davis (28),.9959,2014,R
234,231.,Glenn Davis (27),.9959,1988,R
235,231.,Adam LaRoche (26),.9959,2006,L
236,231.,Derrek Lee (29),.9959,2005,R
237,231.,James Loney (27),.9959,2011,L
238,231.,Eddie Murray+ (33),.9959,1989,R
239,231.,Wes Parker (27),.9959,1967,L
240,231.,Wally Pipp (34),.9959,1927,L
241,231.,Albert Pujols (26),.9959,2006,R
242,243.,Chris Chambliss (34),.9958,1983,R
243,243.,Chris Davis (27),.9958,2013,R
244,243.,Nick Esasky (29),.9958,1989,R
245,243.,Freddie Freeman (21),.9958,2011,R
246,243.,Freddie Freeman (25),.9958,2015,R
247,243.,Paul Goldschmidt (30),.9958,2018,R
248,243.,Adrian Gonzalez (26),.9958,2008,L
249,243.,Adrian Gonzalez (32),.9958,2014,L
250,243.,Joe Judge (35),.9958,1929,L
251,243.,Travis Lee (26),.9958,2001,L
252,243.,Travis Lee (30),.9958,2005,L
253,243.,Don Mattingly (30),.9958,1991,L
254,243.,Stuffy McInnis (29),.9958,1920,R
255,243.,John Olerud (22),.9958,1991,L
256,243.,Lyle Overbay (33),.9958,2010,L
257,243.,Albert Pujols (28),.9958,2008,R
258,243.,David Segui (27),.9958,1994,L
259,243.,Mark Teixeira (27),.9958,2007,R
260,243.,Joey Votto (34),.9958,2018,R
261,262.,Zeke Bonura (27),.9957,1936,R
262,262.,Nate Colbert (26),.9957,1972,R
263,262.,Greg Colbrunn (25),.9957,1995,R
264,262.,Ripper Collins (34),.9957,1938,L
265,262.,Adrian Gonzalez (33),.9957,2015,L
266,262.,Joe Judge (33),.9957,1927,L
267,262.,Adam LaRoche (27),.9957,2007,L
268,262.,Derrek Lee (28),.9957,2004,R
269,262.,Lee May (29),.9957,1972,R
270,262.,Frank McCormick (28),.9957,1939,R
271,262.,Fritz Mollwitz (25),.9957,1915,R
272,262.,Lyle Overbay (30),.9957,2007,L
273,262.,Wes Parker (30),.9957,1970,L
274,262.,Anthony Rizzo (26),.9957,2016,L
275,262.,Carlos Santana (31),.9957,2017,R
276,262.,Frank Torre (25),.9957,1957,L
277,278.,Bruce Bochte (29),.9956,1980,L
278,278.,Wil Cordero (31),.9956,2003,R
279,278.,Carlos Delgado (32),.9956,2004,R
280,278.,Dan Driessen (26),.9956,1978,R
281,278.,Freddie Freeman (29),.9956,2019,R
282,278.,Mark Grace (25),.9956,1989,L
283,278.,Dave Magadan (28),.9956,1991,R
284,278.,John Mayberry (27),.9956,1976,L
285,278.,Fred McGriff (26),.9956,1990,L
286,278.,Doug Mientkiewicz (28),.9956,2002,R
287,278.,Mitch Moreland (27),.9956,2013,L
288,278.,Tony Perez+ (32),.9956,1974,R
289,278.,J.T. Snow (31),.9956,1999,L
290,278.,Joe Torre+ (28),.9956,1969,R
291,278.,Ryan Zimmerman (31),.9956,2016,R
292,293.,Sean Casey (28),.9955,2003,R
293,293.,Ross Gload (32),.9955,2008,L
294,293.,Mark Grace (33),.9955,1997,L
295,293.,Eric Hosmer (26),.9955,2016,L
296,293.,Nick Johnson (26),.9955,2005,L
297,293.,Joe Kuhel (27),.9955,1933,L
298,293.,Carlos Lee (36),.9955,2012,R
299,293.,Travis Lee (27),.9955,2002,L
300,293.,Lee May (25),.9955,1968,R
301,293.,Frank McCormick (27),.9955,1938,R
302,293.,Boog Powell (29),.9955,1971,R
303,293.,Justin Smoak (26),.9955,2013,L
304,293.,Kevin Youkilis (27),.9955,2006,R
305,306.,Joe Adcock (26),.9954,1954,R
306,306.,Jeff Bagwell+ (36),.9954,2004,R
307,306.,Miguel Cabrera (31),.9954,2014,R
308,306.,Ron Coomer (33),.9954,2000,R
309,306.,Leon Durham (27),.9954,1985,L
310,306.,Jimmie Foxx+ (21),.9954,1929,R
311,306.,Jim Gentile (29),.9954,1963,L
312,306.,Gil Hodges (30),.9954,1954,R
313,306.,Mike Ivie (23),.9954,1976,R
314,306.,Ed Konetchy (27),.9954,1913,R
315,306.,Stuffy McInnis (23),.9954,1914,R
316,306.,Mickey Rocco (27),.9954,1943,L
317,306.,J.T. Snow (32),.9954,2000,L
318,306.,Paul Sorrento (28),.9954,1994,R
319,320.,Jeff Bagwell+ (24),.9953,1992,R
320,320.,Todd Benzinger (26),.9953,1989,R
321,320.,Sid Bream (27),.9953,1988,L
322,320.,Danny Cater (28),.9953,1968,R
323,320.,Greg Colbrunn (26),.9953,1996,R
324,320.,Steve Garvey (30),.9953,1979,R
325,320.,Mark Grace (27),.9953,1991,L
326,320.,Mark Grace (37),.9953,2001,L
327,320.,Todd Helton (26),.9953,2000,L
328,320.,Todd Helton (28),.9953,2002,L
329,320.,Aubrey Huff (34),.9953,2011,R
330,320.,Mike Jorgensen (24),.9953,1973,L
331,320.,John Mayberry (30),.9953,1979,L
332,320.,Frank McCormick (29),.9953,1940,R
333,320.,Mark McGwire (25),.9953,1989,R
334,320.,Matt Olson (24),.9953,2018,R
335,320.,Wes Parker (29),.9953,1969,L
336,320.,Mark Reynolds (33),.9953,2017,R
337,320.,Norm Siebern (30),.9953,1964,R
338,339.,Justin Bour (30),.9952,2018,R
339,339.,Sean Casey (24),.9952,1999,R
340,339.,Norm Cash (33),.9952,1967,L
341,339.,Ron Fairly (31),.9952,1970,L
342,339.,Prince Fielder (25),.9952,2009,R
343,339.,Prince Fielder (29),.9952,2013,R
344,339.,Steve Garvey (28),.9952,1977,R
345,339.,Steve Garvey (33),.9952,1982,R
346,339.,Charlie Grimm (25),.9952,1924,L
347,339.,Deron Johnson (31),.9952,1970,R
348,339.,Paul Konerko (30),.9952,2006,R
349,339.,Paul Konerko (35),.9952,2011,R
350,339.,Ed Konetchy (28),.9952,1914,R
351,339.,Dale Long (31),.9952,1957,L
352,339.,Frank McCormick (32),.9952,1943,R
353,339.,George McQuinn (31),.9952,1941,L
354,339.,Eddie Murray+ (35),.9952,1991,R
355,339.,Joe Pepitone (22),.9952,1963,L
356,357.,Lance Berkman (33),.9951,2009,L
357,357.,Dan Driessen (28),.9951,1980,R
358,357.,Jason Giambi (29),.9951,2000,R
359,357.,Yuli Gurriel (34),.9951,2018,R
360,357.,Keith Hernandez (25),.9951,1979,L
361,357.,Gil Hodges (25),.9951,1949,R
362,357.,Kent Hrbek (33),.9951,1993,R
363,357.,Eric Karros (32),.9951,2000,R
364,357.,Jeff King (33),.9951,1998,R
365,357.,Paul Konerko (28),.9951,2004,R
366,357.,Casey Kotchman (29),.9951,2012,L
367,357.,John Mayberry (23),.9951,1972,L
368,357.,Fred McGriff (34),.9951,1998,L
369,357.,Mark McGwire (33),.9951,1997,R
370,357.,Kevin Millar (36),.9951,2008,R
371,357.,John Olerud (28),.9951,1997,L
372,357.,Carlos Pena (26),.9951,2004,L
373,357.,J.T. Snow (29),.9951,1997,L
374,357.,Andre Thornton (28),.9951,1978,R
375,357.,Rudy York (33),.9951,1947,R
376,357.,Norm Zauchin (25),.9951,1955,R
377,378.,Bruce Bochte (30),.9950,1981,L
378,378.,Bill Buckner (29),.9950,1979,L
379,378.,Chris Chambliss (30),.9950,1979,R
380,378.,Ian Desmond (32),.9950,2018,R
381,378.,Lew Fonseca (30),.9950,1929,R
382,378.,Steve Garvey (25),.9950,1974,R
383,378.,Steve Garvey (26),.9950,1975,R
384,378.,Charlie Grimm (21),.9950,1920,L
385,378.,Joe Kuhel (37),.9950,1943,L
386,378.,Tino Martinez (31),.9950,1999,R
387,378.,Don Mattingly (24),.9950,1985,L
388,378.,Mark McGwire (28),.9950,1992,R
389,378.,Doug Mientkiewicz (30),.9950,2004,R
390,378.,Randy Milligan (27),.9950,1989,R
391,378.,Mitch Moreland (31),.9950,2017,L
392,378.,Rafael Palmeiro (27),.9950,1992,L
393,378.,Mike Squires (27),.9950,1979,L
394,395.,Joe Adcock (28),.9949,1956,R
395,395.,Jeff Bagwell+ (30),.9949,1998,R
396,395.,Jeff Bagwell+ (34),.9949,2002,R
397,395.,Rico Brogna (29),.9949,1999,L
398,395.,Chris Davis (32),.9949,2018,R
399,395.,Dan Driessen (29),.9949,1981,R
400,395.,Walt Dropo (32),.9949,1955,R
401,395.,Adrian Gonzalez (24),.9949,2006,L
402,395.,Adrian Gonzalez (27),.9949,2009,L
403,395.,Adam LaRoche (32),.9949,2012,L
404,395.,Derrek Lee (33),.9949,2009,R
405,395.,James Loney (25),.9949,2009,L
406,395.,Don Mattingly (28),.9949,1989,L
407,395.,John Mayberry (28),.9949,1977,L
408,395.,Frank McCormick (30),.9949,1941,R
409,395.,Pete O'Brien (27),.9949,1985,L
410,395.,Pete Rose (41),.9949,1982,R
411,395.,Ray Sanders (26),.9949,1943,R
412,395.,Mike Squires (28),.9949,1980,L
413,414.,Greg Brock (33),.9948,1990,R
414,414.,Freddie Freeman (28),.9948,2018,R
415,414.,Charlie Grimm (24),.9948,1923,L
416,414.,Eric Karros (27),.9948,1995,R
417,414.,Ted Kluszewski (28),.9948,1953,L
418,414.,Lee May (34),.9948,1977,R
419,414.,Orlando Merced (25),.9948,1992,R
420,414.,Carlos Pena (32),.9948,2010,L
421,414.,Joe Pepitone (28),.9948,1969,L
422,414.,Vic Power (31),.9948,1959,R
423,414.,Richie Sexson (27),.9948,2002,R
424,425.,Brandon Belt (31),.9947,2019,L
425,425.,Miguel Cabrera (26),.9947,2009,R
426,425.,Rod Carew+ (35),.9947,1981,R
427,425.,Sean Casey (25),.9947,2000,R
428,425.,Leon Durham (28),.9947,1986,L
429,425.,Mark Grace (31),.9947,1995,L
430,425.,Shawn Green (31),.9947,2004,L
431,425.,Todd Helton (24),.9947,1998,L
432,425.,Keith Hernandez (26),.9947,1980,L
433,425.,Deron Johnson (32),.9947,1971,R
434,425.,Wally Joyner (26),.9947,1988,L
435,425.,Stuffy McInnis (28),.9947,1919,R
436,425.,Don Mincher (31),.9947,1969,R
437,425.,Rafael Palmeiro (25),.9947,1990,L
438,425.,Rafael Palmeiro (31),.9947,1996,L
439,425.,Joe Pepitone (25),.9947,1966,L
440,425.,Pete Rose (38),.9947,1979,R
441,425.,Pete Rose (44),.9947,1985,R
442,425.,Pete Runnels (33),.9947,1961,R
443,425.,David Segui (30),.9947,1997,L
444,425.,Mike Squires (30),.9947,1982,L
445,446.,Dick Allen (30),.9946,1972,R
446,446.,Josh Bell (25),.9946,2018,R
447,446.,Billy Butler (24),.9946,2010,R
448,446.,Miguel Cabrera (33),.9946,2016,R
449,446.,Ron Fairly (24),.9946,1963,L
450,446.,Elbie Fletcher (30),.9946,1946,L
451,446.,Chick Gandil (28),.9946,1916,R
452,446.,Chick Gandil (29),.9946,1917,R
453,446.,Jason Giambi (28),.9946,1999,R
454,446.,Paul Goldschmidt (24),.9946,2012,R
455,446.,Charlie Grimm (31),.9946,1930,L
456,446.,Bob Horner (28),.9946,1986,R
457,446.,Ted Kluszewski (30),.9946,1955,L
458,446.,James Loney (29),.9946,2013,L
459,446.,Dan McGann (34),.9946,1906,R
460,446.,Johnny Mize+ (29),.9946,1942,R
461,446.,Pete O'Brien (30),.9946,1988,L
462,446.,Anthony Rizzo (28),.9946,2018,L
463,446.,Eddie Robinson (27),.9946,1948,R
464,446.,Richie Sexson (26),.9946,2001,R
465,446.,Earl Sheely (33),.9946,1926,R
466,446.,Paul Sorrento (27),.9946,1993,R
467,446.,Jim Spencer (22),.9946,1970,L
468,446.,Chuck Stevens (27),.9946,1946,L
469,446.,Andre Thornton (27),.9946,1977,R
470,471.,Jeff Bagwell+ (31),.9945,1999,R
471,471.,Dolph Camilli (31),.9945,1938,L
472,471.,Norm Cash (29),.9945,1963,L
473,471.,Carlos Delgado (29),.9945,2001,R
474,471.,Dan Driessen (25),.9945,1977,R
475,471.,Leon Durham (26),.9945,1984,L
476,471.,Steve Garvey (29),.9945,1978,R
477,471.,Adrian Gonzalez (28),.9945,2010,L
478,471.,Kent Hrbek (25),.9945,1985,R
479,471.,Wally Joyner (31),.9945,1993,L
480,471.,Willie Montanez (30),.9945,1978,L
481,471.,Stan Musial+ (26),.9945,1947,L
482,471.,Carlos Pena (34),.9945,2012,L
483,471.,Boog Powell (27),.9945,1969,R
484,471.,Albert Pujols (27),.9945,2007,R
485,471.,Ray Sanders (27),.9945,1944,R
486,471.,Richie Sexson (30),.9945,2005,R
487,471.,J.T. Snow (25),.9945,1993,L
488,471.,Rudy York (32),.9945,1946,R
489,490.,Ben Broussard (27),.9944,2004,L
490,490.,Mark Grace (35),.9944,1999,L
491,490.,Charlie Grimm (22),.9944,1921,L
492,490.,Ron Jackson (26),.9944,1979,R
493,490.,Mike Jorgensen (26),.9944,1975,L
494,490.,Wally Joyner (29),.9944,1991,L
495,490.,Ed Konetchy (31),.9944,1917,R
496,490.,Derrek Lee (31),.9944,2007,R
497,490.,Tino Martinez (32),.9944,2000,R
498,490.,Frank McCormick (34),.9944,1945,R
499,490.,Justin Morneau (25),.9944,2006,R
